id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label
100996-100995,Air Force spaceplane returns to <Earth/> after 780-day mission,Mars,31110,1.2,<Air Force/> spaceplane returns to Earth after 780-day mission,Childs,21110,1.0,1
101087-101086,AirPods Pro teardown <confirms/> that they ’re just as disposable as ever,tent,11100,0.6,AirPods Pro teardown <confirms/> that they ’re just as disposable as ever,delivers,31100,1.0,2
100873-100872,Ajit Pai <Whines/> About The Numerous State-Level Net Neutrality Laws He Just Helped Create,SCREAMS,21100,0.8,Ajit Pai Whines About The Numerous State-Level Net Neutrality Laws He Just Helped <Create/> ,Fornicate,21110,1.0,2
100236-100235,Alabama governor apologies for wearing blackface in <college/> ,bedroom,32210,1.6,Alabama governor apologies for wearing <blackface/> in college,armor,11000,0.4,1
106468-106469,Alaska 's governor teamed up with mining company to <lobby/> Trump,Rumble,21000,0.6,Alaska 's governor teamed up with mining company to <lobby/> Trump,burry,31111,1.4,2
106468-106470,Alaska 's governor teamed up with mining company to <lobby/> Trump,Rumble,21000,0.6,Alaska 's governor teamed up with mining company to <lobby/> Trump,wrestle,22221,1.8,2
106469-106470,Alaska 's governor teamed up with mining company to <lobby/> Trump,burry,31111,1.4,Alaska 's governor teamed up with mining company to <lobby/> Trump,wrestle,22221,1.8,2
100839-100838,Alexa and Google Home abused to eavesdrop and phish <passwords/> ,toothbrushes,11100,0.6,Alexa and Google Home <abused/> to eavesdrop and phish passwords,forced,11110,0.8,2
105555-105556,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" war crimes "" against <Iran/> ",America,22110,1.2,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" war crimes "" against <Iran/> ",Northdakota,21100,0.8,1
105555-105557,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" war crimes "" against <Iran/> ",America,22110,1.2,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" <war/> crimes "" against Iran",wear,10000,0.2,1
105556-105557,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" war crimes "" against <Iran/> ",Northdakota,21100,0.8,"Alexandria Ocasio-Cortez , Ilhan Omar accuse Trump of threatening to commit "" <war/> crimes "" against Iran",wear,10000,0.2,1
103582-103583,Alexandria Ocasio-Cortez looks to the future after a year of making <waves/> ,Nothing,30000,0.6,Alexandria Ocasio-Cortez looks to the future after a year of making <waves/> ,nothing,321100,1.1666666666666667,2
107035-107036,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will <say/> goodbye to viewers",wave,11100,0.6,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will say goodbye to <viewers/> ",carbs,32210,1.6,2
107035-107037,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will <say/> goodbye to viewers",wave,11100,0.6,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will say goodbye to <viewers/> ",hotdogs,32111,1.6,2
107036-107037,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will say goodbye to <viewers/> ",carbs,32210,1.6,"Alex Trebek cancer : "" Jeopardy "" host reveals how he will say goodbye to <viewers/> ",hotdogs,32111,1.6,0
101326-101327,Alex Trebek Tears Up During Show After ' Jeopardy! ' Contestant Writes Supportive <Message/> ,Question,20000,0.4,Alex Trebek <Tears/> Up During Show After ' Jeopardy! ' Contestant Writes Supportive Message,burns,20000,0.4,0
104434-104435,"Alienated , Alone And Angry : What The <Digital Revolution/> Really Did To Us",Mandalorian,22110,1.2,"Alienated , Alone And Angry : What The <Digital Revolution/> Really Did To Us",Simpsons,22221,1.8,2
106936-106935,All the Ways Facebook <Tracks/> You — and How to Limit It,Owns,32221,2.0,All the Ways Facebook Tracks You — and How to <Limit/> It,Encourage,22111,1.4,1
107594-107595,"Almost 40 % of the world ’s <countries/> will witness civil unrest in 2020 , research claims",goats,22221,1.8,"Almost 40 % of the world ’s countries will witness civil unrest in 2020 , <research/> claims",Queen,31000,0.8,1
103199-103198,"Almost every Tory advert is dishonest , compared to none of Labour ’s , <research/> finds",Dont,0,0.0,"Almost every <Tory/> advert is dishonest , compared to none of Labour ’s , research finds",beauty,22111,1.4,2
107131-107130,Alphabet ’s Chief Legal Officer Stepping Down Amid <Investigation/> ,misspellings,22222,2.0,Alphabet ’s Chief Legal Officer Stepping Down Amid <Investigation/> ,Amnesia,32211,1.8,1
100481-100480,Amateurs Identify U.S. Spy Satellite Behind President Trump 's <Tweet/> ,Hair,31110,1.2,Amateurs Identify U.S. <Spy Satellite/> Behind President Trump 's Tweet,maniac,33332,2.8,2
103053-103052,Amazon Claims Trump Blocked $ 10 Billion Contract Because He Hates <Jeff Bezos/>,Alexa,32222,2.2,Amazon Claims Trump Blocked $ 10 Billion <Contract/> Because He Hates Jeff Bezos,zebra,21000,0.6,1
106919-106918,Amazon takes a swipe at PayPal ’s $ 4 billion <acquisition/>,facelift,32110,1.4,<Amazon/> takes a swipe at PayPal ’s $ 4 billion acquisition,Swiper,21111,1.2,1
106494-106495,Amazon tells users to uninstall a <product/> that PayPal just paid $ 4 billion for,trail,22100,1.0,Amazon tells <users/> to uninstall a product that PayPal just paid $ 4 billion for,wife,21110,1.0,0
106494-106493,Amazon tells users to uninstall a <product/> that PayPal just paid $ 4 billion for,trail,22100,1.0,Amazon tells users to uninstall a <product/> that PayPal just paid $ 4 billion for,Rat,11111,1.0,0
106495-106493,Amazon tells <users/> to uninstall a product that PayPal just paid $ 4 billion for,wife,21110,1.0,Amazon tells users to uninstall a <product/> that PayPal just paid $ 4 billion for,Rat,11111,1.0,0
105263-105264,Amazon threatens to fire <critics/> who are outspoken on its environmental policies,journalists,21100,0.8,Amazon threatens to <fire/> critics who are outspoken on its environmental policies,incinerate,22100,1.0,2
107437-107436,Amazon <tribes/> gather to plan resistance to Brazil government,Turkers,22210,1.4,Amazon tribes gather to plan <resistance/> to Brazil government,wedding,22210,1.4,0
102083-102084,Amazon Workers Are Protesting for Better <Conditions/> Ahead of a Grueling Season,snacks,32211,1.8,Amazon Workers Are <Protesting/> for Better Conditions Ahead of a Grueling Season,stanning,21100,0.8,1
100383-100384, <Amazon/> ’s sales platform may be too big to police - Recent investigations find that bad actors are running amok,Google,10000,0.2,Amazon ’s <sales/> platform may be too big to police - Recent investigations find that bad actors are running amok,forest,22211,1.6,2
105486-105485,American <Foreign Policy/> Is Broken . Suleimani ’s Killing Proves It .,bathroom,22111,1.4,American <Foreign Policy/> Is Broken . Suleimani ’s Killing Proves It .,Youtube,21100,0.8,1
105905-105904,American <Paratroopers/> Were Denied Entry to Iraq After Soleimani Assassination,Choppers,22100,1.0,American Paratroopers Were Denied Entry to <Iraq/> After Soleimani Assassination,Disneyland,22110,1.2,2
103661-103662,American trash : How an e-waste sting uncovered a shocking <betrayal/> ,powerline,22110,1.2,American trash : How an e-waste sting <uncovered/> a shocking betrayal,unwrapped,10000,0.2,1
103340-103341,American WeChat Users Getting Banned For Celebrating Hong Kong <Election/> Results,Bakeoff,32111,1.6,American WeChat Users Getting Banned For Celebrating <Hong Kong/> Election Results,pokemon,33110,1.6,0
101821-101820,Amnesty says Google and Facebook threaten human <rights/> ,survival,21000,0.6, <Amnesty/> says Google and Facebook threaten human rights,Smudge,10000,0.2,1
108098-108099,Amputee lifts weights with one <arm/> ,finger,31000,0.8,Amputee lifts weights with one <arm/> ,toe,22211,1.6,2
105715-105714,Amy Kennedy announces run against New Jersey congressman who <switched/> parties,loved,21100,0.8,Amy Kennedy announces run against New Jersey congressman who switched <parties/> ,diapers,22211,1.6,2
105715-105713,Amy Kennedy announces run against New Jersey congressman who <switched/> parties,loved,21100,0.8,Amy Kennedy announces run against New Jersey congressman who switched <parties/> ,bodies,22210,1.4,2
105714-105713,Amy Kennedy announces run against New Jersey congressman who switched <parties/> ,diapers,22211,1.6,Amy Kennedy announces run against New Jersey congressman who switched <parties/> ,bodies,22210,1.4,1
105826-105825,Anatomy of a Trump rally : 67 percent of claims are false or lacking <evidence/>,reality,22221,1.8,Anatomy of a Trump rally : 67 percent of claims are false or lacking <evidence/>,grammar,32221,2.0,2
101076-101077,Andrei Svechnikov of the Carolina Hurricanes scores a lacrosse-style goal to tie the <game/> ,hotdog,10000,0.2,Andrei Svechnikov of the Carolina Hurricanes scores a lacrosse-style goal to tie the <game/> ,shoelace,22111,1.4,2
105501-105500,"Andrew Yang Blocked From Appearing on <Ohio/> Primary Ballot , Campaign Launches Write-In Effort",Russian,221110,1.1666666666666667,"Andrew Yang Blocked From Appearing on Ohio Primary <Ballot/> , Campaign Launches Write-In Effort",stream,0,0.0,1
103754-103753,A new <report/> hands Democrats a major weapon against Trump,informant,11000,0.4,A new report hands Democrats a major weapon against <Trump/> ,themselves,11110,0.8,2
106177-106176,A new virus related to SARS is behind China 's mysterious <pneumonia/> outbreak,selfie,22210,1.4,A new virus related to SARS is behind China 's mysterious <pneumonia/> outbreak,chickendance,22200,1.2,1
100010-100011,"Angela Merkel snorts as Donald Trump says he has "" German in my <blood/> """,dungeon,32221,2.0,"Angela Merkel snorts as Donald Trump says he has "" German in my <blood/> """,hair,11110,0.8,1
103525-103526,Anger erupts at U.N. climate summit as major economies resist bold <action/> ,corruption,21111,1.2,Anger erupts at U.N. <climate/> summit as major economies resist bold action,fashion,21111,1.2,0
106082-106083,Angry GOP Senator Trashes ' Insulting ' Trump Administration Briefing On <Iran/> ,cosmetics,21111,1.2,Angry GOP Senator <Trashes/> ' Insulting ' Trump Administration Briefing On Iran,hugs,32100,1.2,0
106433-106432,Angry Iranians question authorities for concealing <truth/> on plane incident,pimples,32211,1.8,Angry Iranians question authorities for concealing truth on <plane/> incident,UFO,22211,1.6,1
100442-100443,A North Carolina court just threw out <Republicans/> ’ gerrymandered state legislature map,jackasses,11110,0.8,A North Carolina <court/> just threw out Republicans ’ gerrymandered state legislature map,bouncer,33111,1.8,2
101950-101949,Another US court says police can not force suspects to turn over their <passwords/> ,phones,10000,0.2,Another US court says police can not force suspects to turn over their <passwords/> ,mattresses,22222,2.0,2
106615-106616,Anthony Joshua : British boxer <beats/> Andy Ruiz Jr to reclaim world heavyweight titles,tickles,32211,1.8,Anthony Joshua : British boxer beats Andy Ruiz Jr to reclaim world heavyweight <titles/> ,walrus,22111,1.4,1
101506-101507,"Anti-robocall <bill/> likely as House , Senate reach compromise",robocall,22210,1.4,"Anti-robocall bill likely as House , Senate reach <compromise/> ",naptime,22222,2.0,2
105159-105160,"Anti-Robocall Bill That , in a Perfect World , <Fines/> Spammers $ 10,000 Per Call Is Now Law",Pays,22111,1.4,"Anti-Robocall Bill That , in a Perfect World , Fines <Spammers/> $ 10,000 Per Call Is Now Law",Exes,22221,1.8,2
106254-106253,"Anti-Trump Republican group takes aim at "" MAGA <Church/> ' in new video",cap,22100,1.0,"Anti-Trump Republican group takes aim at "" MAGA <Church/> ' in new video",building,11100,0.6,1
101600-101599,AOC and Elizabeth Warren <take/> Taylor Swift 's side in feud with Carlyle Group,revamps,11000,0.4,AOC and Elizabeth Warren take Taylor Swift 's side in <feud/> with Carlyle Group,race,0,0.0,1
100914-100915,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political <ads/> ,parties,21111,1.2,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political <ads/> ,promises,22210,1.4,2
107585-107587,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,creams,22222,2.0,"AOC <slams/> facial recognition : "" This is some real life Black Mirror stuff """,applauds,21110,1.0,1
107585-107586,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,creams,22222,2.0,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,reconstruction,22221,1.8,1
107587-107586,"AOC <slams/> facial recognition : "" This is some real life Black Mirror stuff """,applauds,21110,1.0,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,reconstruction,22221,1.8,2
100723-100722,A perfect <smash/> by No. 9 Kenya,elbow,11110,0.8,A perfect smash by No. 9 <Kenya/>,Mistress,21000,0.6,1
106491-106492, <Appeals/> Court Blocks Enforcement Of Trump Effort To Limit Green Card Approvals,Hillarys,22110,1.2,Appeals Court Blocks Enforcement Of Trump Effort To Limit <Green Card/> Approvals,Banana,31100,1.0,1
103189-103190,Apple CEO Tim Cook says <monopolies/> are n't bad if they are n't abused,bullfrogs,21100,0.8,Apple CEO Tim Cook says <monopolies/> are n't bad if they are n't abused,oligarchies,0,0.0,1
108015-108014,Apple may have to <abandon/> Lightning connector cable,electrify,222111,1.5,Apple may have to abandon <Lightning/> connector cable,free,331000,1.1666666666666667,1
108015-108016,Apple may have to <abandon/> Lightning connector cable,electrify,222111,1.5,Apple may have to <abandon/> Lightning connector cable,recall,10000,0.2,1
108014-108016,Apple may have to abandon <Lightning/> connector cable,free,331000,1.1666666666666667,Apple may have to <abandon/> Lightning connector cable,recall,10000,0.2,1
107120-107121,Apple Privacy Executive <Defends/> Encryption After FBI Request,forgets,22211,1.6,Apple Privacy Executive Defends Encryption After FBI <Request/> ,Danceoff,21111,1.2,1
100004-100003,Apple reverses stance on iPhone repairs and will supply <parts/> to independent shops for the first time,death,22211,1.6, <Apple/> reverses stance on iPhone repairs and will supply parts to independent shops for the first time,Microsoft,20000,0.4,1
100610-100609,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,stores,32110,1.4,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,Tatooine,21110,1.0,1
100610-100608,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,stores,32110,1.4,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese <Government/> ,restaurants,32211,1.8,2
100609-100608,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,Tatooine,21110,1.0,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese <Government/> ,restaurants,32211,1.8,2
104258-104259,Apple working on satellite technology for direct service to iPhones without wireless <carriers/> ,birds,10000,0.2,Apple working on <satellite/> technology for direct service to iPhones without wireless carriers,landline,22111,1.4,2
